"canonicalName","DEGREE","Gene","id","MCODE_CLUSTER_ID","MCODE_SCORE","MCODE_TYPE","name","selected","shared name","Symbol"
"RPSA","79.0","3921","3921","2.0","9.114285714285714","Clustered","3921","false","3921","RPSA"
"LDLR","17.0","3949","3949","7.0","1.4210526315789473","Clustered","3949","false","3949","LDLR"
"LGALS3BP","22.0","3959","3959","8.0","2.8823529411764706","Clustered","3959","false","3959","LGALS3BP"
"LOX","5.0","4015","4015","0.0","0.0","","4015","false","4015","LOX"
"LOXL1","2.0","4016","4016","0.0","0.0","","4016","false","4016","LOXL1"
"LOXL2","50.0","4017","4017","8.0","2.8823529411764706","Clustered","4017","false","4017","LOXL2"
"LPP","17.0","4026","4026","0.0","0.0","","4026","false","4026","LPP"
"LRP1","13.0","4035","4035","0.0","0.0","","4035","false","4035","LRP1"
"LRP4","4.0","4038","4038","0.0","0.0","","4038","false","4038","LRP4"
"LTBP3","2.0","4054","4054","0.0","0.0","","4054","false","4054","LTBP3"
"LTF","7.0","4057","4057","0.0","0.0","","4057","false","4057","LTF"
"CAPRIN1","52.0","4076","4076","0.0","0.0","","4076","false","4076","CAPRIN1"
"MARS1","35.0","4141","4141","1.0","7.3478260869565215","Clustered","4141","false","4141","MARS1"
"MMP2","10.0","4313","4313","0.0","0.0","","4313","false","4313","MMP2"
"MYO1B","17.0","4430","4430","9.0","1.5","Clustered","4430","false","4430","MYO1B"
"MYO1E","29.0","4643","4643","9.0","1.5","Clustered","4643","false","4643","MYO1E"
"MYO10","28.0","4651","4651","12.0","1.0","Clustered","4651","false","4651","MYO10"
"NAP1L1","33.0","4673","4673","1.0","7.3478260869565215","Clustered","4673","false","4673","NAP1L1"
"NAP1L4","34.0","4676","4676","0.0","0.0","","4676","false","4676","NAP1L4"
"NARS1","45.0","4677","4677","8.0","2.8823529411764706","Clustered","4677","false","4677","NARS1"
"NCBP1","45.0","4686","4686","5.0","2.047619047619048","Clustered","4686","false","4686","NCBP1"
"NEFL","9.0","4747","4747","0.0","0.0","","4747","false","4747","NEFL"
"NFKB2","16.0","4791","4791","11.0","1.0","Clustered","4791","false","4791","NFKB2"
"NME1","35.0","4830","4830","0.0","0.0","","4830","false","4830","NME1"
"CNOT2","29.0","4848","4848","4.0","4.090909090909091","Clustered","4848","false","4848","CNOT2"
"CNOT3","37.0","4849","4849","4.0","4.090909090909091","Clustered","4849","false","4849","CNOT3"
"NOTCH2","20.0","4853","4853","0.0","0.0","","4853","false","4853","NOTCH2"
"NUP88","19.0","4927","4927","0.0","0.0","","4927","false","4927","NUP88"
"P4HA1","23.0","5033","5033","0.0","0.0","","5033","false","5033","P4HA1"
"P4HB","54.0","5034","5034","8.0","2.8823529411764706","Seed","5034","false","5034","P4HB"
"PGK1","33.0","5230","5230","9.0","1.5","Clustered","5230","false","5230","PGK1"
"PHKA1","7.0","5255","5255","5.0","2.047619047619048","Clustered","5255","false","5255","PHKA1"
"PHKA2","4.0","5256","5256","5.0","2.047619047619048","Clustered","5256","false","5256","PHKA2"
"PHKB","7.0","5257","5257","5.0","2.047619047619048","Clustered","5257","false","5257","PHKB"
"PHKG2","8.0","5261","5261","5.0","2.047619047619048","Clustered","5261","false","5261","PHKG2"
"PLOD1","18.0","5351","5351","0.0","0.0","","5351","false","5351","PLOD1"
"POLR2H","24.0","5437","5437","10.0","1.0","Clustered","5437","false","5437","POLR2H"
"CTSA","10.0","5476","5476","0.0","0.0","","5476","false","5476","CTSA"
"PPIA","32.0","5478","5478","0.0","0.0","","5478","false","5478","PPIA"
"PPIB","18.0","5479","5479","0.0","0.0","","5479","false","5479","PPIB"
"PPP2CB","37.0","5516","5516","7.0","1.4210526315789473","Clustered","5516","false","5516","PPP2CB"
"PPP2R1A","89.0","5518","5518","8.0","2.8823529411764706","Clustered","5518","false","5518","PPP2R1A"
"PPP2R3A","7.0","5523","5523","0.0","0.0","","5523","false","5523","PPP2R3A"
"PPP6C","44.0","5537","5537","1.0","7.3478260869565215","Clustered","5537","false","5537","PPP6C"
"PRKAR1A","51.0","5573","5573","8.0","2.8823529411764706","Clustered","5573","false","5573","PRKAR1A"
"PRPH","15.0","5630","5630","0.0","0.0","","5630","false","5630","PRPH"
"PSMA3","49.0","5684","5684","7.0","1.4210526315789473","Clustered","5684","false","5684","PSMA3"
"PSMC1","31.0","5700","5700","3.0","2.4347826086956523","Clustered","5700","false","5700","PSMC1"
"PSMC4","48.0","5704","5704","3.0","2.4347826086956523","Clustered","5704","false","5704","PSMC4"
"PTK2","33.0","5747","5747","9.0","1.5","Clustered","5747","false","5747","PTK2"
"PTPN13","13.0","5783","5783","6.0","2.1","Clustered","5783","false","5783","PTPN13"
"PTPN14","12.0","5784","5784","6.0","2.1","Clustered","5784","false","5784","PTPN14"
"PURA","19.0","5813","5813","0.0","0.0","","5813","false","5813","PURA"
"PEX5","9.0","5830","5830","0.0","0.0","","5830","false","5830","PEX5"
"PYCR1","42.0","5831","5831","1.0","7.3478260869565215","Clustered","5831","false","5831","PYCR1"
"QARS1","43.0","5859","5859","1.0","7.3478260869565215","Clustered","5859","false","5859","QARS1"
"RANGAP1","27.0","5905","5905","0.0","0.0","","5905","false","5905","RANGAP1"
"RARS1","31.0","5917","5917","1.0","7.3478260869565215","Clustered","5917","false","5917","RARS1"
"RBBP7","24.0","5931","5931","5.0","2.047619047619048","Clustered","5931","false","5931","RBBP7"
"RCN2","12.0","5955","5955","0.0","0.0","","5955","false","5955","RCN2"
"RDX","32.0","5962","5962","0.0","0.0","","5962","false","5962","RDX"
"UPF1","41.0","5976","5976","1.0","7.3478260869565215","Clustered","5976","false","5976","UPF1"
"RNH1","20.0","6050","6050","7.0","1.4210526315789473","Clustered","6050","false","6050","RNH1"
"RPA1","56.0","6117","6117","6.0","2.1","Clustered","6117","false","6117","RPA1"
"RPA2","55.0","6118","6118","6.0","2.1","Clustered","6118","false","6118","RPA2"
"RPN2","59.0","6185","6185","8.0","2.8823529411764706","Clustered","6185","false","6185","RPN2"
"RPS4Y1","38.0","6192","6192","2.0","9.114285714285714","Clustered","6192","false","6192","RPS4Y1"
"RPS17","47.0","6218","6218","2.0","9.114285714285714","Clustered","6218","false","6218","RPS17"
"RPS20","69.0","6224","6224","2.0","9.114285714285714","Clustered","6224","false","6224","RPS20"
"SEC13","29.0","6396","6396","1.0","7.3478260869565215","Clustered","6396","false","6396","SEC13"
"SET","17.0","6418","6418","0.0","0.0","","6418","false","6418","SET"
"SMARCC1","20.0","6599","6599","9.0","1.5","Clustered","6599","false","6599","SMARCC1"
"SNRPB2","17.0","6629","6629","0.0","0.0","","6629","false","6629","SNRPB2"
"SNRPD1","40.0","6632","6632","5.0","2.047619047619048","Clustered","6632","false","6632","SNRPD1"
"SNTB1","1.0","6641","6641","0.0","0.0","","6641","false","6641","SNTB1"
"SPOCK1","1.0","6695","6695","0.0","0.0","","6695","false","6695","SPOCK1"
"SPTAN1","52.0","6709","6709","6.0","2.1","Clustered","6709","false","6709","SPTAN1"
"SPTBN2","21.0","6712","6712","3.0","2.4347826086956523","Clustered","6712","false","6712","SPTBN2"
"TRIM21","20.0","6737","6737","9.0","1.5","Clustered","6737","false","6737","TRIM21"
"SSR4","18.0","6748","6748","6.0","2.1","Clustered","6748","false","6748","SSR4"
"STAU1","136.0","6780","6780","8.0","2.8823529411764706","Clustered","6780","false","6780","STAU1"
"STRN","21.0","6801","6801","0.0","0.0","","6801","false","6801","STRN"
"SUPT5H","39.0","6829","6829","0.0","0.0","","6829","false","6829","SUPT5H"
"TARS1","21.0","6897","6897","7.0","1.4210526315789473","Clustered","6897","false","6897","TARS1"
"TCP1","53.0","6950","6950","1.0","7.3478260869565215","Clustered","6950","false","6950","TCP1"
"TF","15.0","7018","7018","7.0","1.4210526315789473","Clustered","7018","false","7018","TF"
"TFRC","38.0","7037","7037","7.0","1.4210526315789473","Clustered","7037","false","7037","TFRC"
"TGFB1I1","4.0","7041","7041","0.0","0.0","","7041","false","7041","TGFB1I1"
"THBS1","13.0","7057","7057","0.0","0.0","","7057","false","7057","THBS1"
"TIA1","16.0","7072","7072","0.0","0.0","","7072","false","7072","TIA1"
"TIMP1","3.0","7076","7076","0.0","0.0","","7076","false","7076","TIMP1"
"TIMP2","1.0","7077","7077","0.0","0.0","","7077","false","7077","TIMP2"
"TLN1","26.0","7094","7094","7.0","1.4210526315789473","Clustered","7094","false","7094","TLN1"
"TPP2","6.0","7174","7174","0.0","0.0","","7174","false","7174","TPP2"
"HSP90B1","55.0","7184","7184","6.0","2.1","Clustered","7184","false","7184","HSP90B1"
"TRAF2","36.0","7186","7186","7.0","1.4210526315789473","Seed","7186","false","7186","TRAF2"
"TRIO","7.0","7204","7204","0.0","0.0","","7204","false","7204","TRIO"
"TRIP6","18.0","7205","7205","6.0","2.1","Clustered","7205","false","7205","TRIP6"
"TUBB2A","44.0","7280","7280","4.0","4.090909090909091","Clustered","7280","false","7280","TUBB2A"
"TXNRD1","12.0","7296","7296","0.0","0.0","","7296","false","7296","TXNRD1"
"UBA7","3.0","7318","7318","0.0","0.0","","7318","false","7318","UBA7"
"UQCRC2","32.0","7385","7385","3.0","2.4347826086956523","Clustered","7385","false","7385","UQCRC2"
"UTRN","23.0","7402","7402","0.0","0.0","","7402","false","7402","UTRN"
"VCP","105.0","7415","7415","8.0","2.8823529411764706","Clustered","7415","false","7415","VCP"
"VIM","60.0","7431","7431","5.0","2.047619047619048","Clustered","7431","false","7431","VIM"
"VLDLR","5.0","7436","7436","0.0","0.0","","7436","false","7436","VLDLR"
"WEE1","15.0","7465","7465","0.0","0.0","","7465","false","7465","WEE1"
"XPO1","151.0","7514","7514","3.0","2.4347826086956523","Clustered","7514","false","7514","XPO1"
"YWHAB","65.0","7529","7529","3.0","2.4347826086956523","Clustered","7529","false","7529","YWHAB"
