"Gene_A","Gene_B","interaction","name","Name_A","Name_B","SCORE","selected","shared interaction","shared name","source","support","target","TYPE"
"6050","7532","Direct","","RNH1","YWHAG","208","false","Direct","","6050","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","7532","Direct"
"6050","7529","Direct","","RNH1","YWHAB","208","false","Direct","","6050","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","7529","Direct"
"6050","7431","Direct","","RNH1","VIM","208","false","Direct","","6050","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","7431","Direct"
"6050","7415","Direct","","RNH1","VCP","208","false","Direct","","6050","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35562734"", ""BioGrid_Type"": ""Affinity Capture-MS""}","7415","Direct"
"6050","7385","Direct","","RNH1","UQCRC2","270","false","Direct","","6050","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239"", ""InWeb_IM"": ""experimental"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 270}","7385","Direct"
"5976","9859","Direct","","UPF1","CEP170","208","false","Direct","","5976","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""26638075"", ""BioGrid_Type"": ""Proximity Label-MS""}","9859","Direct"
"5976","9632","Direct","","UPF1","SEC24C","208","false","Direct","","5976","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","9632","Direct"
"5976","9100","Direct","","UPF1","USP10","489","false","Direct","","5976","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.468,coexpression:0.076,textmining:0.008"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""32382008,29395067"", ""BioGrid_Type"": ""Proximity Label-MS,Affinity Capture-MS"", ""String_Score_Physical"": 489, ""String_Score_Combined"": 532}","9100","Direct"
"5976","8924","Direct","","UPF1","HERC2","284","false","Direct","","5976","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.254,coexpression:0.050,textmining:0.019"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""29511261"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 284, ""String_Score_Combined"": 333}","8924","Direct"
"5976","8665","Direct","","UPF1","EIF3F","298","false","Direct","","5976","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.268,coexpression:0.168,textmining:0.109"", ""InWeb_IM"": ""experimental"", ""String_Score_Physical"": 298, ""String_Score_Combined"": 479}","8665","Direct"
"5976","8662","Direct","","UPF1","EIF3B","351","false","Direct","","5976","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.504,experiments:0.324,coexpression:0.309"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""18423202"", ""BioGrid_Type"": ""Affinity Capture-Western"", ""String_Score_Physical"": 351, ""String_Score_Combined"": 777}","8662","Direct"
"5976","8661","Direct","","UPF1","EIF3A","309","false","Direct","","5976","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.280,textmining:0.227,coexpression:0.167"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""18423202"", ""BioGrid_Type"": ""Far Western,Affinity Capture-Western"", ""String_Score_Physical"": 309, ""String_Score_Combined"": 555}","8661","Direct"
"5976","8607","Direct","","UPF1","RUVBL1","647","false","Direct","","5976","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.633,textmining:0.333,coexpression:0.240"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28561026,20371770"", ""BioGrid_Type"": ""Affinity Capture-MS,Affinity Capture-Western"", ""BioGrid_Score"": ""485.0"", ""String_Score_Physical"": 647, ""String_Score_Combined"": 821}","8607","Direct"
"5976","832","Direct","","UPF1","CAPZB","208","false","Direct","","5976","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35271311"", ""BioGrid_Type"": ""Affinity Capture-MS""}","832","Direct"
"5976","7072","Direct","","UPF1","TIA1","339","false","Direct","","5976","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.360,experiments:0.312"", ""InWeb_IM"": ""inference"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""29395067"", ""BioGrid_Type"": ""Proximity Label-MS"", ""String_Score_Physical"": 339, ""String_Score_Combined"": 577}","7072","Direct"
"5976","7018","Direct","","UPF1","TF","294","false","Direct","","5976","{""InWeb_IM"": ""experimental""}","7018","Direct"
"5976","6780","Direct","","UPF1","STAU1","764","false","Direct","","5976","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.988,experiments:0.754"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""36232890,35271311,30948266,29395067,28514442,24778252,23125841"", ""BioGrid_Type"": ""Proximity Label-MS,Affinity Capture-MS,Affinity Capture-Western"", ""BioGrid_Score"": ""0.863973177"", ""String_Score_Physical"": 764, ""String_Score_Combined"": 997}","6780","Direct"
"5976","6224","Direct","","UPF1","RPS20","208","false","Direct","","5976","{""StringDB"": ""functional"", ""StringEvidence"": ""coexpression:0.359,textmining:0.001"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34079125"", ""BioGrid_Type"": ""Proximity Label-MS"", ""BioGrid_Score"": ""58.33"", ""String_Score_Combined"": 385, ""String_Score_Physical"": 208}","6224","Direct"
"5976","6218","Direct","","UPF1","RPS17","294","false","Direct","","5976","{""InWeb_IM"": ""inference""}","6218","Direct"
"5976","6192","Direct","","UPF1","RPS4Y1","294","false","Direct","","5976","{""InWeb_IM"": ""inference""}","6192","Direct"
"5976","6117","Direct","","UPF1","RPA1","242","false","Direct","","5976","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.211,textmining:0.069,coexpression:0.026"", ""String_Score_Physical"": 242, ""String_Score_Combined"": 313}","6117","Direct"
"5962","87","Direct","","RDX","ACTN1","294","false","Direct","","5962","{""InWeb_IM"": ""inference""}","87","Direct"
"5962","85456","Direct","","RDX","TNKS1BP1","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34079125"", ""BioGrid_Type"": ""Proximity Label-MS"", ""BioGrid_Score"": ""5.0""}","85456","Direct"
"5962","829","Direct","","RDX","CAPZA1","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","829","Direct"
"5962","824","Direct","","RDX","CAPN2","432","false","Direct","","5962","{""OmniPath"": ""pathwayextra"", ""OmniPath_Reference"": ""Wang""}","824","Direct"
"5962","8139","Direct","","RDX","GAN","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33961781"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""BioGrid_Score"": ""0.995850712""}","8139","Direct"
"5962","813","Direct","","RDX","CALU","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""26344197"", ""BioGrid_Type"": ""Co-fractionation"", ""BioGrid_Score"": ""0.113101172""}","813","Direct"
"5962","811","Direct","","RDX","CALR","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""30021884,26344197"", ""BioGrid_Type"": ""Proximity Label-MS,Co-fractionation"", ""BioGrid_Score"": ""0.985729051""}","811","Direct"
"5962","81","Direct","","RDX","ACTN4","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34079125"", ""BioGrid_Type"": ""Proximity Label-MS"", ""BioGrid_Score"": ""5.3""}","81","Direct"
"5962","7415","Direct","","RDX","VCP","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""26344197"", ""BioGrid_Type"": ""Co-fractionation"", ""BioGrid_Score"": ""0.078616838""}","7415","Direct"
"5962","7402","Direct","","RDX","UTRN","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34079125"", ""BioGrid_Type"": ""Proximity Label-MS"", ""BioGrid_Score"": ""4.8""}","7402","Direct"
"5962","7094","Direct","","RDX","TLN1","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","7094","Direct"
"5962","7057","Direct","","RDX","THBS1","294","false","Direct","","5962","{""InWeb_IM"": ""inference""}","7057","Direct"
"5962","6950","Direct","","RDX","TCP1","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","6950","Direct"
"5962","6780","Direct","","RDX","STAU1","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""30948266"", ""BioGrid_Type"": ""Affinity Capture-MS""}","6780","Direct"
"5962","6709","Direct","","RDX","SPTAN1","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34079125"", ""BioGrid_Type"": ""Proximity Label-MS"", ""BioGrid_Score"": ""13.32""}","6709","Direct"
"5962","667","Direct","","RDX","DST","208","false","Direct","","5962","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33961781"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""BioGrid_Score"": ""0.965054089""}","667","Direct"
"5955","8878","Direct","","RCN2","SQSTM1","270","false","Direct","","5955","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""26043024"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 270}","8878","Direct"
"5955","8508","Direct","","RCN2","NIPSNAP1","208","false","Direct","","5955","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""31536960"", ""BioGrid_Type"": ""Co-fractionation"", ""BioGrid_Score"": ""1.452195599""}","8508","Direct"
"5955","813","Direct","","RCN2","CALU","208","false","Direct","","5955","{""StringDB"": ""functional"", ""StringEvidence"": ""textmining:0.685,coexpression:0.023"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34079125"", ""BioGrid_Type"": ""Proximity Label-MS"", ""BioGrid_Score"": ""95.0"", ""String_Score_Combined"": 157, ""String_Score_Physical"": 208}","813","Direct"
"5955","811","Direct","","RCN2","CALR","337","false","Direct","","5955","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.309,textmining:0.266,coexpression:0.044"", ""String_Score_Physical"": 337, ""String_Score_Combined"": 534}","811","Direct"
"5955","7385","Direct","","RCN2","UQCRC2","208","false","Direct","","5955","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""31536960"", ""BioGrid_Type"": ""Co-fractionation"", ""BioGrid_Score"": ""1.516751388""}","7385","Direct"
"5931","9958","Direct","","RBBP7","USP15","208","false","Direct","","5931","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","9958","Direct"
"5931","9208","Direct","","RBBP7","LRRFIP1","208","false","Direct","","5931","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","9208","Direct"
"5931","8607","Direct","","RBBP7","RUVBL1","807","false","Direct","","5931","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.791,textmining:0.307,coexpression:0.172,experiments:0.036"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation"", ""String_Score_Physical"": 807, ""String_Score_Combined"": 889}","8607","Direct"
"5931","85440","Direct","","RBBP7","DOCK7","208","false","Direct","","5931","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""32203420"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""BioGrid_Score"": ""5.336246641""}","85440","Direct"
"5931","84962","Direct","","RBBP7","AJUBA","600","false","Direct","","5931","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.583,textmining:0.006"", ""String_Score_Physical"": 600, ""String_Score_Combined"": 602}","84962","Direct"
"5931","81","Direct","","RBBP7","ACTN4","208","false","Direct","","5931","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","81","Direct"
"5931","79084","Direct","","RBBP7","WDR77","923","false","Direct","","5931","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.896,experiments:0.239,textmining:0.147,coexpression:0.031"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977470"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 923, ""String_Score_Combined"": 930}","79084","Direct"
"5931","6599","Direct","","RBBP7","SMARCC1","208","false","Direct","","5931","{""StringDB"": ""functional"", ""StringEvidence"": ""coexpression:0.527,textmining:0.388"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation"", ""String_Score_Combined"": 722, ""String_Score_Physical"": 208}","6599","Direct"
"5917","9521","Direct","","RARS1","EEF1E1","988","false","Direct","","5917","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.896,experiments:0.885,textmining:0.603,coexpression:0.182"", ""InWeb_IM"": ""inference"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314,33961781,28514442,26344197,22939629"", ""BioGrid_Type"": ""Affinity Capture-MS,Co-fractionation"", ""BioGrid_Score"": ""0.917,0.613171866,0.998485918,0.992674539"", ""String_Score_Physical"": 988, ""String_Score_Combined"": 996}","9521","Direct"
"5917","9255","Direct","","RARS1","AIMP1","999","false","Direct","","5917","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.992,database:0.896,textmining:0.773,coexpression:0.259,neighborhood:0.038"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314,33961781,32296183,28514442,26344197,22939629,22863883,10358004"", ""BioGrid_Type"": ""Two-hybrid,Affinity Capture-MS,Co-fractionation"", ""BioGrid_Score"": ""0.999988874,0.996,1.0,0.999993409"", ""String_Score_Physical"": 999, ""String_Score_Combined"": 999}","9255","Direct"
"5917","9100","Direct","","RARS1","USP10","208","false","Direct","","5917","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""32382008"", ""BioGrid_Type"": ""Affinity Capture-MS""}","9100","Direct"
"5917","832","Direct","","RARS1","CAPZB","208","false","Direct","","5917","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35271311"", ""BioGrid_Type"": ""Affinity Capture-MS""}","832","Direct"
"5917","7965","Direct","","RARS1","AIMP2","996","false","Direct","","5917","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.967,database:0.896,textmining:0.793,coexpression:0.338"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""9878398,35831314,35546148,33961781,31792442,28514442,26344197,22939629,22863883"", ""BioGrid_Type"": ""Two-hybrid,Affinity Capture-MS,Co-fractionation"", ""BioGrid_Score"": ""0.979490673,0.956585935,1.0,0.978"", ""String_Score_Physical"": 996, ""String_Score_Combined"": 999}","7965","Direct"
"5917","7415","Direct","","RARS1","VCP","208","false","Direct","","5917","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35562734"", ""BioGrid_Type"": ""Affinity Capture-MS""}","7415","Direct"
"5917","6780","Direct","","RARS1","STAU1","270","false","Direct","","5917","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""23125841"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 270}","6780","Direct"
"5917","63929","Direct","","RARS1","XPNPEP3","234","false","Direct","","5917","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.201,coexpression:0.023,neighborhood:0.022"", ""String_Score_Physical"": 234, ""String_Score_Combined"": 267}","63929","Direct"
"5905","9958","Direct","","RANGAP1","USP15","294","false","Direct","","5905","{""InWeb_IM"": ""inference""}","9958","Direct"
"5905","9859","Direct","","RANGAP1","CEP170","294","false","Direct","","5905","{""InWeb_IM"": ""inference""}","9859","Direct"
"5905","9631","Direct","","RANGAP1","NUP155","635","false","Direct","","5905","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.583,textmining:0.401,coexpression:0.206,experiments:0.089"", ""InWeb_IM"": ""inference"", ""String_Score_Physical"": 635, ""String_Score_Combined"": 826}","9631","Direct"
"5905","9100","Direct","","RANGAP1","USP10","294","false","Direct","","5905","{""StringDB"": ""functional"", ""StringEvidence"": ""coexpression:0.140"", ""InWeb_IM"": ""inference"", ""String_Score_Combined"": 175, ""String_Score_Physical"": 294}","9100","Direct"
"5905","8518","Direct","","RANGAP1","ELP1","294","false","Direct","","5905","{""InWeb_IM"": ""inference""}","8518","Direct"
"5905","813","Direct","","RANGAP1","CALU","427","false","Direct","","5905","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.403"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""22863883"", ""BioGrid_Type"": ""Co-fractionation"", ""String_Score_Physical"": 427, ""String_Score_Combined"": 427}","813","Direct"
"5905","811","Direct","","RANGAP1","CALR","208","false","Direct","","5905","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","811","Direct"
"5905","790","Direct","","RANGAP1","CAD","294","false","Direct","","5905","{""InWeb_IM"": ""inference""}","790","Direct"
"5905","7514","Direct","","RANGAP1","XPO1","974","false","Direct","","5905","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.989,database:0.896,experiments:0.745,coexpression:0.083"", ""OmniPath"": ""pathwayextra"", ""OmniPath_Reference"": ""Wang"", ""InWeb_IM"": ""inference"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35271311,26344197,23729730"", ""BioGrid_Type"": ""Affinity Capture-MS,Co-fractionation,Affinity Capture-Western"", ""BioGrid_Score"": ""0.214836589"", ""String_Score_Physical"": 974, ""String_Score_Combined"": 999}","7514","Direct"
"5905","6829","Direct","","RANGAP1","SUPT5H","272","false","Direct","","5905","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.241,coexpression:0.101"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""26344197"", ""BioGrid_Type"": ""Co-fractionation"", ""BioGrid_Score"": ""0.107604478"", ""String_Score_Physical"": 272, ""String_Score_Combined"": 345}","6829","Direct"
"5905","6780","Direct","","RANGAP1","STAU1","208","false","Direct","","5905","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""36232890"", ""BioGrid_Type"": ""Proximity Label-MS""}","6780","Direct"
"5905","6396","Direct","","RANGAP1","SEC13","347","false","Direct","","5905","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.421,experiments:0.320,coexpression:0.036"", ""InWeb_IM"": ""inference"", ""String_Score_Physical"": 347, ""String_Score_Combined"": 636}","6396","Direct"
"5905","5976","Direct","","RANGAP1","UPF1","294","false","Direct","","5905","{""StringDB"": ""functional"", ""StringEvidence"": ""coexpression:0.121,textmining:0.049"", ""InWeb_IM"": ""inference"", ""String_Score_Combined"": 198, ""String_Score_Physical"": 294}","5976","Direct"
"5859","9521","Direct","","QARS1","EEF1E1","987","false","Direct","","5859","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.896,experiments:0.874,textmining:0.629,coexpression:0.049"", ""InWeb_IM"": ""inference"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314,33961781,28514442,26344197,22939629,22863883"", ""BioGrid_Type"": ""Affinity Capture-MS,Co-fractionation"", ""BioGrid_Score"": ""0.934,0.992091267,0.995857055,0.674396542"", ""String_Score_Physical"": 987, ""String_Score_Combined"": 995}","9521","Direct"
"5859","9255","Direct","","QARS1","AIMP1","998","false","Direct","","5859","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.989,textmining:0.950,database:0.896,coexpression:0.227,fusion:0.080,neighborhood:0.033"", ""InWeb_IM"": ""inference"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314,33961781,28514442,26344197,22939629,22863883"", ""BioGrid_Type"": ""Affinity Capture-MS,Co-fractionation"", ""BioGrid_Score"": ""0.997950988,1.0,0.994490591"", ""String_Score_Physical"": 998, ""String_Score_Combined"": 999}","9255","Direct"
"5859","832","Direct","","QARS1","CAPZB","208","false","Direct","","5859","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314,35271311"", ""BioGrid_Type"": ""Affinity Capture-MS,Co-fractionation""}","832","Direct"
"5859","8065","Direct","","QARS1","CUL5","208","false","Direct","","5859","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","8065","Direct"
"5859","7965","Direct","","QARS1","AIMP2","995","false","Direct","","5859","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.955,database:0.896,textmining:0.726,coexpression:0.085"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""9878398,35831314,33961781,31792442,28514442,26344197,22939629,22863883"", ""BioGrid_Type"": ""Two-hybrid,Affinity Capture-MS,Co-fractionation"", ""BioGrid_Score"": ""0.995715384,1.0,0.998894753,0.954"", ""String_Score_Physical"": 995, ""String_Score_Combined"": 998}","7965","Direct"
"5859","7514","Direct","","QARS1","XPO1","294","false","Direct","","5859","{""InWeb_IM"": ""inference""}","7514","Direct"
"5859","7186","Direct","","QARS1","TRAF2","294","false","Direct","","5859","{""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314,32296183,16189514"", ""BioGrid_Type"": ""Two-hybrid,Co-fractionation""}","7186","Direct"
"5859","7184","Direct","","QARS1","HSP90B1","208","false","Direct","","5859","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","7184","Direct"
"5859","6780","Direct","","QARS1","STAU1","281","false","Direct","","5859","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.251"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""36232890,23125841"", ""BioGrid_Type"": ""Proximity Label-MS,Affinity Capture-MS"", ""String_Score_Physical"": 281, ""String_Score_Combined"": 281}","6780","Direct"
"5859","65008","Direct","","QARS1","MRPL1","368","false","Direct","","5859","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.341,coexpression:0.155,textmining:0.146,neighborhood:0.040"", ""String_Score_Physical"": 368, ""String_Score_Combined"": 561}","65008","Direct"
"5859","6224","Direct","","QARS1","RPS20","368","false","Direct","","5859","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.341,coexpression:0.294,textmining:0.119,neighborhood:0.005"", ""String_Score_Physical"": 368, ""String_Score_Combined"": 608}","6224","Direct"
"5859","5917","Direct","","QARS1","RARS1","999","false","Direct","","5859","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.998,textmining:0.905,database:0.896,coexpression:0.488,neighborhood:0.036"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314,33961781,28514442,26344197,22939629,22863883,10801842"", ""BioGrid_Type"": ""Two-hybrid,Affinity Capture-MS,Co-fractionation,Affinity Capture-Western"", ""BioGrid_Score"": ""0.998309437,1.0,0.999747247"", ""String_Score_Physical"": 999, ""String_Score_Combined"": 999}","5917","Direct"
"5831","9100","Direct","","PYCR1","USP10","294","false","Direct","","5831","{""InWeb_IM"": ""inference""}","9100","Direct"
"5831","8891","Direct","","PYCR1","EIF2B3","294","false","Direct","","5831","{""InWeb_IM"": ""inference""}","8891","Direct"
"5831","8890","Direct","","PYCR1","EIF2B4","294","false","Direct","","5831","{""InWeb_IM"": ""inference""}","8890","Direct"
"5831","8668","Direct","","PYCR1","EIF3I","294","false","Direct","","5831","{""InWeb_IM"": ""inference""}","8668","Direct"
"5831","8607","Direct","","PYCR1","RUVBL1","294","false","Direct","","5831","{""InWeb_IM"": ""inference""}","8607","Direct"
"5831","84617","Direct","","PYCR1","TUBB6","294","false","Direct","","5831","{""InWeb_IM"": ""inference""}","84617","Direct"
"5831","790","Direct","","PYCR1","CAD","294","false","Direct","","5831","{""StringDB"": ""functional"", ""StringEvidence"": ""textmining:0.294,coexpression:0.125,neighborhood:0.015"", ""InWeb_IM"": ""inference"", ""String_Score_Combined"": 416, ""String_Score_Physical"": 294}","790","Direct"
"5831","7846","Direct","","PYCR1","TUBA1A","294","false","Direct","","5831","{""InWeb_IM"": ""inference""}","7846","Direct"
"5831","7531","Direct","","PYCR1","YWHAE","294","false","Direct","","5831","{""InWeb_IM"": ""inference""}","7531","Direct"
"5831","7415","Direct","","PYCR1","VCP","294","false","Direct","","5831","{""InWeb_IM"": ""inference""}","7415","Direct"
"5831","7280","Direct","","PYCR1","TUBB2A","294","false","Direct","","5831","{""InWeb_IM"": ""inference""}","7280","Direct"
"5831","6950","Direct","","PYCR1","TCP1","294","false","Direct","","5831","{""StringDB"": ""functional"", ""StringEvidence"": ""coexpression:0.147"", ""InWeb_IM"": ""inference"", ""String_Score_Combined"": 181, ""String_Score_Physical"": 294}","6950","Direct"
"5831","63929","Direct","","PYCR1","XPNPEP3","212","false","Direct","","5831","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.178,textmining:0.093,coexpression:0.069,neighborhood:0.030"", ""String_Score_Physical"": 212, ""String_Score_Combined"": 354}","63929","Direct"
"5831","6185","Direct","","PYCR1","RPN2","208","false","Direct","","5831","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""36168628"", ""BioGrid_Type"": ""Affinity Capture-MS""}","6185","Direct"
"5831","5955","Direct","","PYCR1","RCN2","208","false","Direct","","5831","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""31536960"", ""BioGrid_Type"": ""Co-fractionation"", ""BioGrid_Score"": ""1.501450172""}","5955","Direct"
"5830","9125","Direct","","PEX5","CNOT9","237","false","Direct","","5830","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.204"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""29395067"", ""BioGrid_Type"": ""Proximity Label-MS"", ""String_Score_Physical"": 237, ""String_Score_Combined"": 237}","9125","Direct"
"5830","9064","Direct","","PEX5","MAP3K6","208","false","Direct","","5830","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33961781"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""BioGrid_Score"": ""0.980923389""}","9064","Direct"
"5830","8878","Direct","","PEX5","SQSTM1","695","false","Direct","","5830","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.583,textmining:0.488,experiments:0.239"", ""OmniPath"": ""omnipath"", ""OmniPath_Reference"": ""SIGNOR"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""26344566"", ""BioGrid_Type"": ""Affinity Capture-Western"", ""String_Score_Physical"": 695, ""String_Score_Combined"": 844}","8878","Direct"
"5830","8239","Direct","","PEX5","USP9X","729","false","Direct","","5830","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.583,textmining:0.406,experiments:0.325"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""22371489"", ""BioGrid_Type"": ""Biochemical Activity"", ""String_Score_Physical"": 729, ""String_Score_Combined"": 839}","8239","Direct"
