"Gene_A","Gene_B","interaction","name","Name_A","Name_B","SCORE","selected","shared interaction","shared name","source","support","target","TYPE"
"115004","23243","Direct","","CGAS","ANKRD28","208","false","Direct","","115004","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""30471916"", ""BioGrid_Type"": ""Affinity Capture-MS""}","23243","Direct"
"2200","8425","Direct","","FBN1","LTBP4","297","false","Direct","","2200","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.881,experiments:0.267,coexpression:0.045"", ""InWeb_IM"": ""experimental"", ""String_Score_Physical"": 297, ""String_Score_Combined"": 515}","8425","Direct"
"115004","23196","Direct","","CGAS","FAM120A","208","false","Direct","","115004","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""30471916"", ""BioGrid_Type"": ""Affinity Capture-MS""}","23196","Direct"
"2200","811","Direct","","FBN1","CALR","213","false","Direct","","2200","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.423,experiments:0.179,coexpression:0.022"", ""String_Score_Physical"": 213, ""String_Score_Combined"": 556}","811","Direct"
"115004","23191","Direct","","CGAS","CYFIP1","208","false","Direct","","115004","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""30471916"", ""BioGrid_Type"": ""Affinity Capture-MS""}","23191","Direct"
"2200","7204","Direct","","FBN1","TRIO","220","false","Direct","","2200","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.187,coexpression:0.031,textmining:0.007"", ""String_Score_Physical"": 220, ""String_Score_Combined"": 249}","7204","Direct"
"115004","23107","Direct","","CGAS","MRPS27","208","false","Direct","","115004","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""30471916"", ""BioGrid_Type"": ""Affinity Capture-MS""}","23107","Direct"
"2200","64398","Direct","","FBN1","PALS1","237","false","Direct","","2200","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.204,textmining:0.083,coexpression:0.022"", ""String_Score_Physical"": 237, ""String_Score_Combined"": 315}","64398","Direct"
"115004","1267","Direct","","CGAS","CNP","208","false","Direct","","115004","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""30471916"", ""BioGrid_Type"": ""Affinity Capture-MS""}","1267","Direct"
"2200","4015","Direct","","FBN1","LOX","426","false","Direct","","2200","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.736,experiments:0.402,coexpression:0.339"", ""InWeb_IM"": ""experimental"", ""String_Score_Physical"": 426, ""String_Score_Combined"": 900}","4015","Direct"
"114088","7846","Direct","","TRIM9","TUBA1A","208","false","Direct","","114088","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""29568061"", ""BioGrid_Type"": ""Proximity Label-MS""}","7846","Direct"
"2200","3490","Direct","","FBN1","IGFBP7","294","false","Direct","","2200","{""StringDB"": ""functional"", ""StringEvidence"": ""textmining:0.113,coexpression:0.108"", ""InWeb_IM"": ""experimental"", ""String_Score_Combined"": 240, ""String_Score_Physical"": 294}","3490","Direct"
"114088","7415","Direct","","TRIM9","VCP","208","false","Direct","","114088","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33378226"", ""BioGrid_Type"": ""Affinity Capture-Western""}","7415","Direct"
"2200","3339","Direct","","FBN1","HSPG2","233","false","Direct","","2200","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.705,experiments:0.201,coexpression:0.149"", ""InWeb_IM"": ""experimental"", ""String_Score_Physical"": 233, ""String_Score_Combined"": 808}","3339","Direct"
"114088","3615","Direct","","TRIM9","IMPDH2","208","false","Direct","","114088","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34079125"", ""BioGrid_Type"": ""Proximity Label-MS"", ""BioGrid_Score"": ""8.03""}","3615","Direct"
"2194","9255","Direct","","FASN","AIMP1","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","9255","Direct"
"91754","9631","Direct","","NEK9","NUP155","901","false","Direct","","91754","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.896,textmining:0.101,coexpression:0.023,experiments:0.016"", ""InWeb_IM"": ""inference"", ""String_Score_Physical"": 901, ""String_Score_Combined"": 913}","9631","Direct"
"2194","9100","Direct","","FASN","USP10","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""32382008"", ""BioGrid_Type"": ""Affinity Capture-MS""}","9100","Direct"
"91607","9631","Direct","","SLFN11","NUP155","208","false","Direct","","91607","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33536335"", ""BioGrid_Type"": ""Affinity Capture-MS""}","9631","Direct"
"2194","8878","Direct","","FASN","SQSTM1","208","false","Direct","","2194","{""StringDB"": ""functional"", ""StringEvidence"": ""textmining:0.167"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33545068"", ""BioGrid_Type"": ""Proximity Label-MS"", ""String_Score_Combined"": 200, ""String_Score_Physical"": 208}","8878","Direct"
"91526","9701","Direct","","ANKRD44","PPP6R2","687","false","Direct","","91526","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.675,textmining:0.568,coexpression:0.022"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33961781,28514442,26186194,24255178"", ""BioGrid_Type"": ""Proximity Label-MS,Affinity Capture-MS"", ""BioGrid_Score"": ""0.99999682,1.0"", ""String_Score_Physical"": 687, ""String_Score_Combined"": 868}","9701","Direct"
"2194","8662","Direct","","FASN","EIF3B","243","false","Direct","","2194","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.212,textmining:0.155,coexpression:0.053"", ""String_Score_Physical"": 243, ""String_Score_Combined"": 395}","8662","Direct"
"89866","9919","Direct","","SEC16B","SEC16A","800","false","Direct","","89866","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.904,database:0.791,coexpression:0.022"", ""InWeb_IM"": ""inference"", ""String_Score_Physical"": 800, ""String_Score_Combined"": 842}","9919","Direct"
"2194","857","Direct","","FASN","CAV1","339","false","Direct","","2194","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.802,experiments:0.311"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""18635971"", ""BioGrid_Type"": ""Co-fractionation,Affinity Capture-Western"", ""String_Score_Physical"": 339, ""String_Score_Combined"": 869}","857","Direct"
"89866","9632","Direct","","SEC16B","SEC24C","685","false","Direct","","89866","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.820,database:0.583,coexpression:0.457,experiments:0.214"", ""String_Score_Physical"": 685, ""String_Score_Combined"": 969}","9632","Direct"
"2194","832","Direct","","FASN","CAPZB","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35271311"", ""BioGrid_Type"": ""Affinity Capture-MS""}","832","Direct"
"85456","9337","Direct","","TNKS1BP1","CNOT8","900","false","Direct","","85456","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.896,textmining:0.733"", ""String_Score_Physical"": 900, ""String_Score_Combined"": 973}","9337","Direct"
"2194","8218","Direct","","FASN","CLTCL1","294","false","Direct","","2194","{""InWeb_IM"": ""inference""}","8218","Direct"
"85456","9125","Direct","","TNKS1BP1","CNOT9","912","false","Direct","","85456","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.896,textmining:0.496,experiments:0.129"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""29395067"", ""BioGrid_Type"": ""Proximity Label-MS"", ""String_Score_Physical"": 912, ""String_Score_Combined"": 956}","9125","Direct"
"2194","7965","Direct","","FASN","AIMP2","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35546148"", ""BioGrid_Type"": ""Affinity Capture-MS""}","7965","Direct"
"85456","8878","Direct","","TNKS1BP1","SQSTM1","208","false","Direct","","85456","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33545068"", ""BioGrid_Type"": ""Proximity Label-MS""}","8878","Direct"
"2194","790","Direct","","FASN","CAD","270","false","Direct","","2194","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239,coexpression:0.059,textmining:0.059"", ""InWeb_IM"": ""inference"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28775317"", ""BioGrid_Type"": ""Affinity Capture-Western"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 354}","790","Direct"
"85456","857","Direct","","TNKS1BP1","CAV1","208","false","Direct","","85456","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34079125"", ""BioGrid_Type"": ""Proximity Label-MS"", ""BioGrid_Score"": ""58.67""}","857","Direct"
"2194","6780","Direct","","FASN","STAU1","375","false","Direct","","2194","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.349"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""23125841"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 375, ""String_Score_Combined"": 375}","6780","Direct"
"85440","9919","Direct","","DOCK7","SEC16A","270","false","Direct","","85440","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239,textmining:0.064,coexpression:0.026"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 334}","9919","Direct"
"2194","6737","Direct","","FASN","TRIM21","432","false","Direct","","2194","{""OmniPath"": ""omnipath"", ""OmniPath_Reference"": ""SIGNOR"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34231239"", ""BioGrid_Type"": ""Affinity Capture-Western""}","6737","Direct"
"85440","9631","Direct","","DOCK7","NUP155","208","false","Direct","","85440","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34079125"", ""BioGrid_Type"": ""Proximity Label-MS"", ""BioGrid_Score"": ""9.33""}","9631","Direct"
"2194","6185","Direct","","FASN","RPN2","294","false","Direct","","2194","{""InWeb_IM"": ""inference""}","6185","Direct"
"85363","9958","Direct","","TRIM5","USP15","204","false","Direct","","85363","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.171,textmining:0.097,coexpression:0.022"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""23105109"", ""BioGrid_Type"": ""Two-hybrid"", ""String_Score_Physical"": 204, ""String_Score_Combined"": 297}","9958","Direct"
"2194","5917","Direct","","FASN","RARS1","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","5917","Direct"
"85363","8878","Direct","","TRIM5","SQSTM1","345","false","Direct","","85363","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.565,experiments:0.317"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""20357094"", ""BioGrid_Type"": ""Affinity Capture-Western"", ""String_Score_Physical"": 345, ""String_Score_Combined"": 715}","8878","Direct"
"2194","5859","Direct","","FASN","QARS1","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","5859","Direct"
"84962","9738","Direct","","AJUBA","CCP110","294","false","Direct","","84962","{""InWeb_IM"": ""inference""}","9738","Direct"
"2194","5704","Direct","","FASN","PSMC4","726","false","Direct","","2194","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.714,textmining:0.067"", ""String_Score_Physical"": 726, ""String_Score_Combined"": 744}","5704","Direct"
"84962","8994","Direct","","AJUBA","LIMD1","800","false","Direct","","84962","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.791,textmining:0.639,coexpression:0.022"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33961781"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""BioGrid_Score"": ""0.999995702"", ""String_Score_Physical"": 800, ""String_Score_Combined"": 822}","8994","Direct"
"2194","5573","Direct","","FASN","PRKAR1A","208","false","Direct","","2194","{""StringDB"": ""functional"", ""StringEvidence"": ""textmining:0.181,coexpression:0.022"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation"", ""String_Score_Combined"": 232, ""String_Score_Physical"": 208}","5573","Direct"
"84962","8878","Direct","","AJUBA","SQSTM1","283","false","Direct","","84962","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.253"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34735553,15870274"", ""BioGrid_Type"": ""Two-hybrid,Affinity Capture-Western"", ""String_Score_Physical"": 283, ""String_Score_Combined"": 283}","8878","Direct"
"2194","55705","Direct","","FASN","IPO9","294","false","Direct","","2194","{""InWeb_IM"": ""inference"", ""BioGrid"": ""genetic"", ""BioGrid_PubMed"": ""32694731"", ""BioGrid_Type"": ""Positive Genetic""}","55705","Direct"
"84617","91607","Direct","","TUBB6","SLFN11","208","false","Direct","","84617","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33536335"", ""BioGrid_Type"": ""Affinity Capture-MS""}","91607","Direct"
"2194","5537","Direct","","FASN","PPP6C","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""27684187"", ""BioGrid_Type"": ""Affinity Capture-MS""}","5537","Direct"
"84617","8924","Direct","","TUBB6","HERC2","272","false","Direct","","84617","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.241,textmining:0.016"", ""String_Score_Physical"": 272, ""String_Score_Combined"": 283}","8924","Direct"
"2194","5518","Direct","","FASN","PPP2R1A","294","false","Direct","","2194","{""InWeb_IM"": ""inference"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","5518","Direct"
"84617","8661","Direct","","TUBB6","EIF3A","290","false","Direct","","84617","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.260,textmining:0.027,coexpression:0.023"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""22939629"", ""BioGrid_Type"": ""Co-fractionation"", ""BioGrid_Score"": ""0.75"", ""String_Score_Physical"": 290, ""String_Score_Combined"": 325}","8661","Direct"
"2194","5261","Direct","","FASN","PHKG2","217","false","Direct","","2194","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.184,textmining:0.065"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""23455922"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 217, ""String_Score_Combined"": 268}","5261","Direct"
"84545","9958","Direct","","MRPL43","USP15","250","false","Direct","","84545","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.218,coexpression:0.022"", ""String_Score_Physical"": 250, ""String_Score_Combined"": 266}","9958","Direct"
"2194","51520","Direct","","FASN","LARS1","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","51520","Direct"
"84545","9801","Direct","","MRPL43","MRPL19","997","false","Direct","","84545","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.985,database:0.791,coexpression:0.571,textmining:0.399"", ""InWeb_IM"": ""inference"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""24981860"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""BioGrid_Score"": ""16.44275988"", ""String_Score_Physical"": 997, ""String_Score_Combined"": 999}","9801","Direct"
"2194","506","Direct","","FASN","ATP5F1B","294","false","Direct","","2194","{""StringDB"": ""functional"", ""StringEvidence"": ""textmining:0.231,coexpression:0.022"", ""InWeb_IM"": ""inference"", ""String_Score_Combined"": 278, ""String_Score_Physical"": 294}","506","Direct"
"81887","8607","Direct","","LAS1L","RUVBL1","900","false","Direct","","81887","{""StringDB"": ""physical"", ""StringEvidence"": ""database:0.896,coexpression:0.063"", ""String_Score_Physical"": 900, ""String_Score_Combined"": 906}","8607","Direct"
"2194","4830","Direct","","FASN","NME1","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""31980649"", ""BioGrid_Type"": ""Affinity Capture-MS""}","4830","Direct"
"80304","8607","Direct","","WDCP","RUVBL1","680","false","Direct","","80304","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.666,textmining:0.172"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35271311,33961781,28561026,28514442,18218781,17353931"", ""BioGrid_Type"": ""Affinity Capture-MS,Affinity Capture-Western"", ""BioGrid_Score"": ""0.99999901,1300.0,0.547,0.999997783"", ""String_Score_Physical"": 680, ""String_Score_Combined"": 735}","8607","Direct"
"2194","4141","Direct","","FASN","MARS1","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","4141","Direct"
"80114","830","Direct","","BICC1","CAPZA2","294","false","Direct","","80114","{""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""26496610"", ""BioGrid_Type"": ""Affinity Capture-MS""}","830","Direct"
"2194","4017","Direct","","FASN","LOXL2","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""31409639"", ""BioGrid_Type"": ""Affinity Capture-MS""}","4017","Direct"
"79801","832","Direct","","SHCBP1","CAPZB","208","false","Direct","","79801","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35271311"", ""BioGrid_Type"": ""Affinity Capture-MS""}","832","Direct"
"2194","3735","Direct","","FASN","KARS1","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","3735","Direct"
"79598","9738","Direct","","CEP97","CCP110","885","false","Direct","","79598","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.994,experiments:0.881,coexpression:0.049"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""27173435,26638075,24981860,23486064,22441691,22261722,17719545"", ""BioGrid_Type"": ""Proximity Label-MS,Affinity Capture-MS,Affinity Capture-Western"", ""BioGrid_Score"": ""12.7069035"", ""String_Score_Physical"": 885, ""String_Score_Combined"": 999}","9738","Direct"
"2194","3376","Direct","","FASN","IARS1","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","3376","Direct"
"79180","84248","Direct","","EFHD2","FYTTD1","208","false","Direct","","79180","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33961781"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""BioGrid_Score"": ""0.791541734""}","84248","Direct"
"2194","3320","Direct","","FASN","HSP90AA1","422","false","Direct","","2194","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.397,textmining:0.300"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""31536960,31273033,21360678,16263121"", ""BioGrid_Type"": ""Reconstituted Complex,Affinity Capture-MS,Co-fractionation"", ""BioGrid_Score"": ""1.530041671"", ""String_Score_Physical"": 422, ""String_Score_Combined"": 595}","3320","Direct"
"79143","9631","Direct","","MBOAT7","NUP155","208","false","Direct","","79143","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34079125"", ""BioGrid_Type"": ""Proximity Label-MS"", ""BioGrid_Score"": ""30.0""}","9631","Direct"
"2194","3310","Direct","","FASN","HSPA6","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","3310","Direct"
"79084","9919","Direct","","WDR77","SEC16A","270","false","Direct","","79084","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239,coexpression:0.018"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977470"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 282}","9919","Direct"
"2194","31","Direct","","FASN","ACACA","902","false","Direct","","2194","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.920,database:0.896,coexpression:0.671,experiments:0.028,neighborhood:0.016"", ""BioGrid"": ""genetic"", ""BioGrid_PubMed"": ""32694731"", ""BioGrid_Type"": ""Negative Genetic"", ""String_Score_Physical"": 902, ""String_Score_Combined"": 997}","31","Direct"
"79084","8880","Direct","","WDR77","FUBP1","281","false","Direct","","79084","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.251,coexpression:0.091,textmining:0.004"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977470"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 281, ""String_Score_Combined"": 349}","8880","Direct"
"2194","2673","Direct","","FASN","GFPT1","310","false","Direct","","2194","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.281,textmining:0.203"", ""InWeb_IM"": ""inference"", ""BioGrid"": ""genetic,physical"", ""BioGrid_PubMed"": ""32694731,26344197"", ""BioGrid_Type"": ""Negative Genetic,Co-fractionation"", ""BioGrid_Score"": ""0.606665693"", ""String_Score_Physical"": 310, ""String_Score_Combined"": 451}","2673","Direct"
"79084","8878","Direct","","WDR77","SQSTM1","270","false","Direct","","79084","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977470"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 270}","8878","Direct"
"2194","2617","Direct","","FASN","GARS1","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","2617","Direct"
"79084","87","Direct","","WDR77","ACTN1","270","false","Direct","","79084","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977470"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 270}","87","Direct"
"2194","25959","Direct","","FASN","KANK2","270","false","Direct","","2194","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239"", ""InWeb_IM"": ""experimental"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 270}","25959","Direct"
"79084","8570","Direct","","WDR77","KHSRP","281","false","Direct","","79084","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.251,coexpression:0.089"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977470"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 281, ""String_Score_Combined"": 345}","8570","Direct"
"2194","220988","Direct","","FASN","HNRNPA3","208","false","Direct","","2194","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation""}","220988","Direct"
"79084","84617","Direct","","WDR77","TUBB6","292","false","Direct","","79084","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.263,coexpression:0.034,textmining:0.009"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977470"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 292, ""String_Score_Combined"": 323}","84617","Direct"
"2181","9631","Direct","","ACSL3","NUP155","208","false","Direct","","2181","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""34079125"", ""BioGrid_Type"": ""Proximity Label-MS"", ""BioGrid_Score"": ""8.99""}","9631","Direct"
"79084","829","Direct","","WDR77","CAPZA1","270","false","Direct","","79084","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239,coexpression:0.024"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977470"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 287}","829","Direct"
"2181","8891","Direct","","ACSL3","EIF2B3","294","false","Direct","","2181","{""InWeb_IM"": ""inference""}","8891","Direct"
"79084","8139","Direct","","WDR77","GAN","208","false","Direct","","79084","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""26460568"", ""BioGrid_Type"": ""Affinity Capture-MS""}","8139","Direct"
"2181","8890","Direct","","ACSL3","EIF2B4","294","false","Direct","","2181","{""InWeb_IM"": ""inference""}","8890","Direct"
"65993","9958","Direct","","MRPS34","USP15","208","false","Direct","","65993","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33378683"", ""BioGrid_Type"": ""Affinity Capture-MS""}","9958","Direct"
"2181","8878","Direct","","ACSL3","SQSTM1","208","false","Direct","","2181","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33545068,30581152"", ""BioGrid_Type"": ""Proximity Label-MS,Affinity Capture-MS""}","8878","Direct"
"65993","9801","Direct","","MRPS34","MRPL19","823","false","Direct","","65993","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.816,coexpression:0.197"", ""InWeb_IM"": ""inference"", ""String_Score_Physical"": 823, ""String_Score_Combined"": 858}","9801","Direct"
"2181","84617","Direct","","ACSL3","TUBB6","294","false","Direct","","2181","{""InWeb_IM"": ""inference""}","84617","Direct"
"65993","8878","Direct","","MRPS34","SQSTM1","208","false","Direct","","65993","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33545068,30581152"", ""BioGrid_Type"": ""Proximity Label-MS,Affinity Capture-MS""}","8878","Direct"
"2181","8218","Direct","","ACSL3","CLTCL1","294","false","Direct","","2181","{""InWeb_IM"": ""inference""}","8218","Direct"
"65993","84545","Direct","","MRPS34","MRPL43","823","false","Direct","","65993","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.816,textmining:0.399,coexpression:0.396"", ""String_Score_Physical"": 823, ""String_Score_Combined"": 936}","84545","Direct"
"2181","790","Direct","","ACSL3","CAD","294","false","Direct","","2181","{""InWeb_IM"": ""inference""}","790","Direct"
"65080","9801","Direct","","MRPL44","MRPL19","998","false","Direct","","65080","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.994,database:0.791,coexpression:0.460,neighborhood:0.150,textmining:0.063"", ""InWeb_IM"": ""inference"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""24981860,22939629"", ""BioGrid_Type"": ""Affinity Capture-MS,Co-fractionation"", ""BioGrid_Score"": ""25.20633125,0.943"", ""String_Score_Physical"": 998, ""String_Score_Combined"": 999}","9801","Direct"
"2181","7846","Direct","","ACSL3","TUBA1A","294","false","Direct","","2181","{""InWeb_IM"": ""inference""}","7846","Direct"
"65080","84545","Direct","","MRPL44","MRPL43","999","false","Direct","","65080","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.995,database:0.791,textmining:0.308,coexpression:0.284"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33961781,28514442,26186194,24981860"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""BioGrid_Score"": ""0.941693364,0.914643756,0.974282232,21.93745362"", ""String_Score_Physical"": 999, ""String_Score_Combined"": 999}","84545","Direct"
"2181","7531","Direct","","ACSL3","YWHAE","294","false","Direct","","2181","{""InWeb_IM"": ""inference""}","7531","Direct"
"65080","7431","Direct","","MRPL44","VIM","294","false","Direct","","65080","{""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""21900206,16169070"", ""BioGrid_Type"": ""Two-hybrid"", ""BioGrid_Score"": ""3.0""}","7431","Direct"
"2181","7514","Direct","","ACSL3","XPO1","294","false","Direct","","2181","{""StringDB"": ""functional"", ""StringEvidence"": ""coexpression:0.096,textmining:0.034"", ""InWeb_IM"": ""inference"", ""String_Score_Combined"": 162, ""String_Score_Physical"": 294}","7514","Direct"
