UniProt Accession	Gene ID	
P31942	3189	
Q9H307	5411	
H0Y8G5	3184	
P61626	4069	
Q9UKV3	22985	
Q7Z6E9	5930	
Q8IZL8	27043	
P26599	5725	
Q9UMS4	27339	
O14979	9987	
Q9UBB9	24144	
P78347	2969	
Q8TAQ2	6601	
K7EPJ4	148113	
A0A2U3TZM0	1108	
A0A494C050	79576	
Q86U86	55193	
H3BMM9	10921	
Q15424	6294	
G3V4X8	22938	
P16885	5336	
X6RAJ1	8227	
O14497	8289	
E9PFZ2	1356	
Q86X95	9541	
B7Z7P8	2107	
Q14690	22984	
P18754	1104	
O60306	9716	
Q9Y5S9	9939	
O60264	8467	
G5E975	6598	
A0A2R8Y855	6605	
